method,sample_id,coverage_score,acceptance_completeness,dependency_capture_rate,rework_rate,time_to_ready_minutes,reviewer_edits_per_story,governance_block_rate
B1_template_rules,U00668,5.85,6.6,0.5812,0.2948,132.03,3.9485,0.1451
B1_template_rules,U00683,5.99,6.5,0.574,0.317,136.31,4.1198,0.1508
B1_template_rules,U00698,5.92,6.5,0.6391,0.3019,134.68,4.0688,0.1467
B1_template_rules,U00713,5.11,6.35,0.5268,0.3212,124.61,4.3117,0.1546
B1_template_rules,U00728,5.85,6.6,0.579,0.297,132.72,3.9701,0.1468
B1_template_rules,U00743,5.99,6.5,0.5816,0.3094,133.88,4.0436,0.1437
B1_template_rules,U00758,5.92,6.5,0.6326,0.3084,136.76,4.1339,0.1505
B1_template_rules,U00773,5.11,6.35,0.5373,0.3107,121.26,4.2067,0.1481
B1_template_rules,U00788,5.85,6.6,0.5788,0.2972,132.77,3.9716,0.1469
B1_template_rules,U00803,5.99,6.5,0.5836,0.3074,133.24,4.0237,0.143
B1_template_rules,U00818,5.92,6.5,0.6411,0.2999,134.06,4.0493,0.1432
B1_template_rules,U00833,5.11,6.35,0.5399,0.3081,120.43,4.181,0.1461
B1_template_rules,U00848,5.85,6.6,0.5881,0.2879,129.81,3.8791,0.1331
B1_template_rules,U00863,5.99,6.5,0.5806,0.3104,134.2,4.0539,0.1428
B1_template_rules,U00878,5.92,6.5,0.6334,0.3076,136.51,4.1259,0.1454
B1_template_rules,U00892,5.11,6.35,0.5373,0.3107,121.27,4.2072,0.144
B1_template_rules,U00906,5.85,6.6,0.5789,0.2971,132.75,3.971,0.1464
B1_template_rules,U00920,5.99,6.5,0.5846,0.3064,132.94,4.0145,0.1362
B1_template_rules,U00934,5.92,6.5,0.64,0.301,134.42,4.0605,0.1398
B1_template_rules,U00948,5.11,6.35,0.5397,0.3083,120.51,4.1833,0.1462
B1_template_rules,U00962,5.85,6.6,0.5885,0.2875,129.69,3.8754,0.1333
B1_template_rules,U00976,5.99,6.5,0.578,0.313,135.05,4.0804,0.1432
B1_template_rules,U00990,5.92,6.5,0.6469,0.2941,132.19,3.9911,0.1368
B1_template_rules,U01004,5.11,6.35,0.5378,0.3102,121.11,4.2021,0.1445
B1_template_rules,U01018,5.85,6.6,0.584,0.292,131.11,3.9197,0.1428
B1_template_rules,U01032,5.99,6.5,0.5834,0.3076,133.3,4.0257,0.1433
B1_template_rules,U01046,5.92,6.5,0.6407,0.3003,134.17,4.0529,0.1454
B1_template_rules,U01060,5.11,6.35,0.5288,0.3192,123.99,4.2922,0.1526
B1_template_rules,U01074,5.85,6.6,0.5746,0.3014,134.14,4.0142,0.1503
B1_template_rules,U01088,5.99,6.5,0.5732,0.3178,136.56,4.1276,0.1499
B1_template_rules,U01102,5.92,6.5,0.6334,0.3076,136.51,4.126,0.1513
B1_template_rules,U01116,5.11,6.35,0.5371,0.3109,121.32,4.2088,0.1483
B1_template_rules,U01130,5.85,6.6,0.5833,0.2927,131.33,3.9267,0.1398
B1_template_rules,U01144,5.99,6.5,0.5824,0.3086,133.63,4.0361,0.1407
B1_template_rules,U01158,5.92,6.5,0.6337,0.3073,136.41,4.123,0.1445
B1_template_rules,U01172,5.11,6.35,0.5299,0.3181,123.63,4.2811,0.154
B1_template_rules,U01186,5.85,6.6,0.5756,0.3004,133.82,4.0045,0.1445
B1_template_rules,U01200,5.99,6.5,0.5815,0.3095,133.93,4.0455,0.1433
B1_template_rules,U01214,5.92,6.5,0.6429,0.2981,133.47,4.0311,0.1433
B1_template_rules,U01228,5.11,6.35,0.5411,0.3069,120.03,4.1686,0.1432
B1_template_rules,U01242,5.85,6.6,0.584,0.292,131.11,3.9197,0.1397
B1_template_rules,U01256,5.99,6.5,0.573,0.318,136.65,4.1302,0.1508
B1_template_rules,U01270,5.92,6.5,0.6367,0.3043,135.47,4.0934,0.1487
B1_template_rules,U01284,5.11,6.35,0.5305,0.3175,123.44,4.2751,0.1536
B1_template_rules,U01298,5.85,6.6,0.5836,0.2924,131.25,3.924,0.1401
B1_template_rules,U01312,5.99,6.5,0.5728,0.3182,136.71,4.1321,0.1518
B1_template_rules,U01326,5.92,6.5,0.6383,0.3027,134.93,4.0766,0.1473
B1_template_rules,U01340,5.11,6.35,0.5341,0.3139,122.28,4.2387,0.1507
B1_template_rules,U01354,5.85,6.6,0.5779,0.2981,133.08,3.9812,0.142
B1_template_rules,U01368,5.99,6.5,0.5767,0.3143,135.45,4.0929,0.1443
B1_template_rules,U01382,5.92,6.5,0.6398,0.3012,134.46,4.0618,0.1447
B1_template_rules,U01396,5.11,6.35,0.5316,0.3164,123.1,4.2643,0.149
B1_template_rules,U01410,5.85,6.6,0.5821,0.2939,131.74,3.9394,0.1425
B1_template_rules,U01424,5.99,6.5,0.5853,0.3057,132.72,4.0075,0.1357
B1_template_rules,U01438,5.92,6.5,0.6377,0.3033,135.13,4.0827,0.1463
B1_template_rules,U01452,5.11,6.35,0.5297,0.3183,123.69,4.2828,0.1508
B1_template_rules,U01466,5.85,6.6,0.576,0.3,133.7,4.0005,0.1473
B1_template_rules,U01480,5.99,6.5,0.5777,0.3133,135.13,4.0829,0.1468
B1_template_rules,U01494,5.92,6.5,0.6408,0.3002,134.16,4.0524,0.1434
B1_template_rules,U01508,5.11,6.35,0.5415,0.3065,119.91,4.1646,0.1424
B1_template_rules,U01522,5.85,6.6,0.5875,0.2885,130.0,3.8851,0.1351
B1_template_rules,U01536,5.99,6.5,0.5845,0.3065,132.96,4.0149,0.1404
B1_template_rules,U01550,5.92,6.5,0.6388,0.3022,134.79,4.0721,0.1404
B1_template_rules,U01564,5.11,6.35,0.5434,0.3046,119.31,4.146,0.1368
B1_template_rules,U01578,5.92,6.5,0.6375,0.3035,135.2,4.0852,0.1433
B1_template_rules,U01592,5.11,6.35,0.5404,0.3076,120.28,4.1761,0.1443
B1_template_rules,U01606,5.92,6.5,0.6386,0.3024,134.84,4.0736,0.1465
B1_template_rules,U01620,5.11,6.35,0.5357,0.3123,121.78,4.2232,0.1454
B1_template_rules,U01634,5.85,6.6,0.5786,0.2974,132.85,3.9741,0.1451
B1_template_rules,U01648,5.99,6.5,0.5719,0.3191,136.98,4.1407,0.1462
B1_template_rules,U01662,5.92,6.5,0.642,0.299,133.77,4.0404,0.1394
B1_template_rules,U01676,5.11,6.35,0.5435,0.3045,119.29,4.1453,0.1368
B1_template_rules,U01690,5.85,6.6,0.5856,0.2904,130.62,3.9043,0.1371
B1_template_rules,U01704,5.99,6.5,0.5823,0.3087,133.68,4.0374,0.1408
B1_template_rules,U01718,5.92,6.5,0.6472,0.2938,132.08,3.9876,0.1352
B1_template_rules,U01732,5.11,6.35,0.5395,0.3085,120.56,4.1849,0.1418
B1_template_rules,U01746,5.85,6.6,0.5846,0.2914,130.92,3.9138,0.1423
B1_template_rules,U01760,5.99,6.5,0.5791,0.3119,134.69,4.069,0.1458
B1_template_rules,U01774,5.92,6.5,0.6384,0.3026,134.9,4.0756,0.1472
B1_template_rules,U01788,5.11,6.35,0.5374,0.3106,121.24,4.2064,0.147
B1_template_rules,U01802,5.85,6.6,0.5814,0.2946,131.94,3.9455,0.1442
B1_template_rules,U01816,5.99,6.5,0.5737,0.3173,136.41,4.1229,0.151
B1_template_rules,U01830,5.92,6.5,0.6332,0.3078,136.58,4.1281,0.1514
B1_template_rules,U01844,5.11,6.35,0.5294,0.3186,123.79,4.286,0.1545
B1_template_rules,U01858,5.85,6.6,0.5766,0.2994,133.49,3.994,0.1477
B1_template_rules,U01872,5.99,6.5,0.5815,0.3095,133.92,4.045,0.1441
B1_template_rules,U01886,5.92,6.5,0.6406,0.3004,134.22,4.0543,0.1426
B1_template_rules,U01900,5.11,6.35,0.5405,0.3075,120.25,4.1752,0.1456
B1_template_rules,U01914,5.85,6.6,0.5831,0.2929,131.39,3.9285,0.1435
B1_template_rules,U01928,5.99,6.5,0.5737,0.3173,136.41,4.1229,0.1484
B1_template_rules,U01942,5.92,6.5,0.6335,0.3075,136.48,4.125,0.1512
B1_template_rules,U01956,5.11,6.35,0.5342,0.3138,122.24,4.2375,0.1475
B1_template_rules,U01970,5.85,6.6,0.5764,0.2996,133.56,3.9963,0.144
B1_template_rules,U01984,5.99,6.5,0.5738,0.3172,136.38,4.1219,0.1506
B1_template_rules,U01998,5.92,6.5,0.6472,0.2938,132.1,3.988,0.1365
B1_template_rules,U02012,5.11,6.35,0.5335,0.3145,122.48,4.2451,0.1498
B1_template_rules,U02026,5.99,6.5,0.5759,0.3151,135.7,4.1006,0.1462
B1_template_rules,U02040,5.92,6.5,0.645,0.296,132.79,4.0097,0.1415
B1_template_rules,U02054,5.11,6.35,0.5354,0.3126,121.86,4.2256,0.1468
B1_template_rules,U02068,5.85,6.6,0.5785,0.2975,132.88,3.9749,0.1454
B1_template_rules,U02082,5.99,6.5,0.5756,0.3154,135.8,4.1037,0.1467
B1_template_rules,U02096,5.92,6.5,0.6419,0.2991,133.8,4.0412,0.1384
B1_template_rules,U02110,5.11,6.35,0.5323,0.3157,122.87,4.2573,0.1497
B1_template_rules,U02124,5.85,6.6,0.5854,0.2906,130.69,3.9064,0.1386
B1_template_rules,U02138,5.99,6.5,0.5778,0.3132,135.1,4.0819,0.1477
B1_template_rules,U02152,5.92,6.5,0.6363,0.3047,135.58,4.097,0.1474
B1_template_rules,U02166,5.11,6.35,0.5321,0.3159,122.91,4.2585,0.1494
B1_template_rules,U02180,5.85,6.6,0.5818,0.2942,131.82,3.9419,0.1445
B1_template_rules,U02194,5.99,6.5,0.5799,0.3111,134.43,4.0609,0.1435
B1_template_rules,U02208,5.92,6.5,0.645,0.296,132.79,4.0096,0.1397
B1_template_rules,U02222,5.11,6.35,0.5349,0.3131,122.02,4.2305,0.15
B1_template_rules,U02236,5.85,6.6,0.5868,0.2892,130.22,3.892,0.1406
B1_template_rules,U02250,5.99,6.5,0.5748,0.3162,136.05,4.1115,0.1501
B1_template_rules,U02264,5.92,6.5,0.6401,0.3009,134.37,4.0591,0.1459
B1_template_rules,U02278,5.11,6.35,0.5365,0.3115,121.51,4.2148,0.1486
B1_template_rules,U02292,5.85,6.6,0.5783,0.2977,132.95,3.9771,0.1432
B1_template_rules,U02306,5.99,6.5,0.5769,0.3141,135.38,4.0905,0.1455
B1_template_rules,U02320,5.92,6.5,0.6343,0.3067,136.23,4.1172,0.1449
B1_template_rules,U02334,5.11,6.35,0.5374,0.3106,121.22,4.2055,0.1467
B1_template_rules,U02348,5.85,6.6,0.5837,0.2923,131.22,3.923,0.1383
B1_template_rules,U02362,5.99,6.5,0.5848,0.3062,132.85,4.0116,0.1357
B1_template_rules,U02376,5.92,6.5,0.6379,0.3031,135.08,4.0812,0.1431
B1_template_rules,U02390,5.11,6.35,0.5436,0.3044,119.25,4.1441,0.1415
B1_template_rules,U02404,5.85,6.6,0.5772,0.2988,133.29,3.9878,0.1458
B1_template_rules,U02418,5.99,6.5,0.5801,0.3109,134.37,4.059,0.1434
B1_template_rules,U02432,5.92,6.5,0.6431,0.2979,133.39,4.0286,0.143
B1_template_rules,U02446,5.11,6.35,0.537,0.311,121.37,4.2103,0.1473
B1_template_rules,U02460,5.85,6.6,0.585,0.291,130.81,3.9104,0.1381
B1_template_rules,U02474,5.99,6.5,0.5845,0.3065,132.95,4.0146,0.137
B1_template_rules,U02488,5.92,6.5,0.6357,0.3053,135.78,4.1032,0.1445
B1_template_rules,U02502,5.11,6.35,0.5366,0.3114,121.48,4.2137,0.1465
B1_template_rules,U02516,5.85,6.6,0.5829,0.2931,131.48,3.9312,0.1437
B1_template_rules,U02530,5.99,6.5,0.5735,0.3175,136.46,4.1245,0.1512
B1_template_rules,U02544,5.92,6.5,0.6413,0.2997,133.99,4.0471,0.1441
B1_template_rules,U02558,5.11,6.35,0.539,0.309,120.73,4.1904,0.1468
B1_template_rules,U02572,5.85,6.6,0.5781,0.2979,132.99,3.9786,0.1473
B1_template_rules,U02586,5.99,6.5,0.5788,0.3122,134.78,4.0717,0.1429
B1_template_rules,U02600,5.92,6.5,0.6429,0.2981,133.46,4.0305,0.14
B1_template_rules,U02614,5.11,6.35,0.5305,0.3175,123.45,4.2754,0.1521
B1_template_rules,U02628,5.99,6.5,0.5771,0.3139,135.32,4.0887,0.1462
B1_template_rules,U02642,5.92,6.5,0.6396,0.3014,134.52,4.0638,0.1416
B1_template_rules,U02656,5.11,6.35,0.5408,0.3072,120.15,4.1722,0.1431
B1_template_rules,U02670,5.85,6.6,0.5771,0.2989,133.34,3.9893,0.1436
B1_template_rules,U02684,5.99,6.5,0.573,0.318,136.63,4.1296,0.1484
B1_template_rules,U02698,5.92,6.5,0.6335,0.3075,136.49,4.1252,0.1473
B1_template_rules,U02712,5.11,6.35,0.531,0.317,123.27,4.2696,0.1468
B1_template_rules,U02726,5.85,6.6,0.5738,0.3022,134.4,4.0224,0.151
B1_template_rules,U02740,5.99,6.5,0.5809,0.3101,134.11,4.0508,0.1453
B1_template_rules,U02754,5.92,6.5,0.6421,0.2989,133.72,4.0387,0.142
B1_template_rules,U02768,5.11,6.35,0.5363,0.3117,121.57,4.2166,0.1489
B1_template_rules,U02782,5.85,6.6,0.5772,0.2988,133.29,3.9877,0.1482
B1_template_rules,U02796,5.99,6.5,0.5806,0.3104,134.21,4.054,0.1455
B1_template_rules,U02810,5.92,6.5,0.6403,0.3007,134.31,4.0573,0.1457
B1_template_rules,U02824,5.11,6.35,0.5367,0.3113,121.47,4.2135,0.148
B1_template_rules,U02838,5.99,6.5,0.5807,0.3103,134.19,4.0534,0.1422
B1_template_rules,U02852,5.92,6.5,0.6364,0.3046,135.56,4.0962,0.1469
B1_template_rules,U02866,5.11,6.35,0.5392,0.3088,120.66,4.1881,0.1448
B1_template_rules,U02880,5.85,6.6,0.5814,0.2946,131.94,3.9457,0.14
B1_template_rules,U02894,5.99,6.5,0.5789,0.3121,134.74,4.0706,0.142
B1_template_rules,U02908,5.92,6.5,0.6431,0.2979,133.42,4.0293,0.1401
B1_template_rules,U02922,5.11,6.35,0.5336,0.3144,122.45,4.244,0.1478
B1_template_rules,U02936,5.85,6.6,0.5805,0.2955,132.22,3.9545,0.1449
B1_template_rules,U02950,5.99,6.5,0.5813,0.3097,134.0,4.0475,0.145
B1_template_rules,U02964,5.92,6.5,0.645,0.296,132.81,4.0104,0.1398
B1_template_rules,U02978,5.11,6.35,0.5336,0.3144,122.45,4.244,0.1511
B1_template_rules,U02992,5.85,6.6,0.5867,0.2893,130.27,3.8935,0.1407
B1_template_rules,U03006,5.99,6.5,0.5813,0.3097,133.98,4.0467,0.1434
B1_template_rules,U03020,5.92,6.5,0.6439,0.2971,133.14,4.0205,0.1428
B1_template_rules,U03034,5.11,6.35,0.5357,0.3123,121.77,4.2228,0.1466
B1_template_rules,U03048,5.85,6.6,0.5872,0.2888,130.1,3.888,0.1361
B1_template_rules,U03062,5.99,6.5,0.585,0.306,132.79,4.0096,0.1363
B1_template_rules,U03076,5.92,6.5,0.6456,0.2954,132.61,4.004,0.1389
B1_template_rules,U03090,5.11,6.35,0.5317,0.3163,123.05,4.263,0.1461
B1_template_rules,U03104,5.85,6.6,0.5765,0.2995,133.53,3.9954,0.1484
B1_template_rules,U03118,5.99,6.5,0.5767,0.3143,135.46,4.0932,0.148
B1_template_rules,U03132,5.92,6.5,0.6337,0.3073,136.41,4.1227,0.1444
B1_template_rules,U03146,5.11,6.35,0.5428,0.3052,119.5,4.1518,0.1376
B1_template_rules,U03160,5.85,6.6,0.5767,0.2993,133.44,3.9926,0.1472
B1_template_rules,U03174,5.99,6.5,0.5852,0.3058,132.73,4.0078,0.136
B1_template_rules,U03188,5.92,6.5,0.6367,0.3043,135.46,4.0931,0.1432
B1_template_rules,U03202,5.11,6.35,0.5345,0.3135,122.15,4.2347,0.1467
B1_template_rules,U03216,4.55,6.35,0.4832,0.3148,119.36,4.1476,0.1422
B1_template_rules,U03230,4.55,6.35,0.49,0.308,117.21,4.0804,0.138
B1_template_rules,U03244,4.55,6.35,0.4908,0.3072,116.93,4.0716,0.1349
B1_template_rules,U03258,4.55,6.35,0.491,0.307,116.89,4.0703,0.1372
B1_template_rules,U03272,5.85,6.6,0.5845,0.2915,130.96,3.9151,0.1395
B1_template_rules,U03286,5.99,6.5,0.5803,0.3107,134.29,4.0567,0.1435
B1_template_rules,U03300,5.92,6.5,0.634,0.307,136.32,4.1199,0.1445
B1_template_rules,U03314,5.11,6.35,0.5318,0.3162,123.04,4.2625,0.1514
B1_template_rules,U03328,5.85,6.6,0.5871,0.2889,130.14,3.8894,0.1389
B1_template_rules,U03342,5.99,6.5,0.5785,0.3125,134.87,4.0747,0.1429
B1_template_rules,U03356,5.92,6.5,0.6356,0.3054,135.8,4.1036,0.1451
B1_template_rules,U03370,5.11,6.35,0.5383,0.3097,120.94,4.1967,0.1419
B1_template_rules,U03384,5.85,6.6,0.5757,0.3003,133.78,4.0031,0.1495
B1_template_rules,U03398,5.99,6.5,0.5802,0.3108,134.34,4.0581,0.1458
B1_template_rules,U03412,5.92,6.5,0.6338,0.3072,136.4,4.1224,0.151
B1_template_rules,U03426,5.11,6.35,0.5352,0.3128,121.93,4.2277,0.1498
B1_template_rules,U03440,5.85,6.6,0.5877,0.2883,129.93,3.8827,0.136
B1_template_rules,U03454,5.99,6.5,0.5792,0.3118,134.67,4.0684,0.1401
B1_template_rules,U03468,5.92,6.5,0.6462,0.2948,132.4,3.9975,0.1359
B1_template_rules,U03482,5.11,6.35,0.5407,0.3073,120.17,4.1729,0.1409
B1_template_rules,U03496,5.85,6.6,0.5749,0.3011,134.03,4.011,0.1468
B1_template_rules,U03510,5.99,6.5,0.5744,0.3166,136.2,4.1164,0.1491
B1_template_rules,U03524,5.92,6.5,0.637,0.304,135.37,4.0902,0.143
B1_template_rules,U03538,5.11,6.35,0.5433,0.3047,119.33,4.1466,0.1384
B1_template_rules,U03552,5.85,6.6,0.5855,0.2905,130.63,3.9047,0.1371
B1_template_rules,U03566,5.99,6.5,0.5793,0.3117,134.63,4.0673,0.1423
B1_template_rules,U03580,5.92,6.5,0.6409,0.3001,134.12,4.0512,0.1428
B1_template_rules,U03594,5.11,6.35,0.5359,0.3121,121.7,4.2208,0.1447
B1_template_rules,U03608,5.85,6.6,0.5762,0.2998,133.62,3.9981,0.1472
B1_template_rules,U03622,5.99,6.5,0.5844,0.3066,132.98,4.0157,0.1365
B1_template_rules,U03636,5.92,6.5,0.6473,0.2937,132.05,3.9866,0.1365
B1_template_rules,U03650,5.11,6.35,0.541,0.307,120.08,4.17,0.1448
B1_template_rules,U03664,5.85,6.6,0.5814,0.2946,131.95,3.9459,0.141
B1_template_rules,U03678,5.99,6.5,0.5749,0.3161,136.02,4.1105,0.1454
B1_template_rules,U03692,5.92,6.5,0.6378,0.3032,135.09,4.0817,0.1414
B1_template_rules,U03706,5.11,6.35,0.5327,0.3153,122.73,4.2528,0.1468
B1_template_rules,U03720,5.85,6.6,0.5764,0.2996,133.56,3.9962,0.1473
B1_template_rules,U03734,5.99,6.5,0.5733,0.3177,136.55,4.1273,0.1509
B1_template_rules,U03748,5.92,6.5,0.6432,0.2978,133.37,4.028,0.1426
B1_template_rules,U03762,5.11,6.35,0.5411,0.3069,120.06,4.1692,0.139
B1_template_rules,U03776,5.85,6.6,0.5751,0.3009,133.96,4.0088,0.1499
B1_template_rules,U03790,5.99,6.5,0.5832,0.3078,133.37,4.0277,0.1434
B1_template_rules,U03804,5.92,6.5,0.641,0.3,134.09,4.0503,0.1452
B1_template_rules,U03818,5.11,6.35,0.5349,0.3131,122.04,4.2314,0.1494
B1_template_rules,U03832,5.85,6.6,0.5808,0.2952,132.13,3.9516,0.1432
B1_template_rules,U03846,5.99,6.5,0.5822,0.3088,133.7,4.0382,0.1378
B1_template_rules,U03860,5.92,6.5,0.643,0.298,133.43,4.0296,0.1434
B1_template_rules,U03874,5.11,6.35,0.5312,0.3168,123.21,4.2677,0.1501
B1_template_rules,U03888,5.85,6.6,0.5833,0.2927,131.35,3.9271,0.1432
B1_template_rules,U03902,5.99,6.5,0.5788,0.3122,134.77,4.0715,0.1415
B1_template_rules,U03916,5.92,6.5,0.6348,0.3062,136.05,4.1116,0.15
B1_template_rules,U03930,5.11,6.35,0.5383,0.3097,120.96,4.1974,0.1455
B1_template_rules,U03944,5.99,6.5,0.5792,0.3118,134.67,4.0685,0.1467
B1_template_rules,U03958,5.92,6.5,0.6449,0.2961,132.83,4.011,0.1383
B1_template_rules,U03972,5.11,6.35,0.5429,0.3051,119.48,4.1512,0.1376
B1_template_rules,U03986,5.85,6.6,0.5866,0.2894,130.3,3.8944,0.1381
B1_template_rules,U04000,5.99,6.5,0.5783,0.3127,134.94,4.0768,0.1473
B1_template_rules,U04014,5.92,6.5,0.6396,0.3014,134.52,4.0639,0.1453
B1_template_rules,U04028,5.11,6.35,0.5308,0.3172,123.36,4.2724,0.1534
B1_template_rules,U04042,5.85,6.6,0.5849,0.2911,130.84,3.9112,0.1421
B1_template_rules,U04056,5.99,6.5,0.573,0.318,136.63,4.1298,0.1495
B1_template_rules,U04070,5.92,6.5,0.6382,0.3028,134.97,4.0778,0.1474
B1_template_rules,U04084,5.11,6.35,0.5366,0.3114,121.5,4.2144,0.1487
B1_template_rules,U04098,5.85,6.6,0.5858,0.2902,130.56,3.9025,0.1402
B1_template_rules,U04112,5.99,6.5,0.574,0.317,136.33,4.1203,0.147
B1_template_rules,U04126,5.92,6.5,0.6348,0.3062,136.06,4.1118,0.1496
B1_template_rules,U04140,5.11,6.35,0.5434,0.3046,119.3,4.1457,0.1379
B1_template_rules,U04154,5.85,6.6,0.576,0.3,133.67,3.9997,0.1492
B1_template_rules,U04168,5.99,6.5,0.5831,0.3079,133.39,4.0286,0.1418
B1_template_rules,U04182,5.92,6.5,0.6342,0.3068,136.25,4.1178,0.1506
B1_template_rules,U04196,5.11,6.35,0.5363,0.3117,121.58,4.2167,0.1489
B1_template_rules,U04210,5.85,6.6,0.5856,0.2904,130.6,3.9036,0.1395
B1_template_rules,U04224,5.99,6.5,0.5793,0.3117,134.63,4.0673,0.1441
B1_template_rules,U04238,5.92,6.5,0.6328,0.3082,136.69,4.1317,0.1517
B1_template_rules,U04252,5.11,6.35,0.5295,0.3185,123.76,4.2849,0.1531
B1_template_rules,U04266,5.85,6.6,0.5861,0.2899,130.43,3.8985,0.1411
B1_template_rules,U04280,5.99,6.5,0.5785,0.3125,134.88,4.075,0.1472
B1_template_rules,U04294,5.92,6.5,0.6455,0.2955,132.65,4.0053,0.1416
B1_template_rules,U04308,5.11,6.35,0.5377,0.3103,121.14,4.203,0.1478
B1_template_rules,U04322,5.85,6.6,0.5771,0.2989,133.31,3.9886,0.1483
B1_template_rules,U04336,5.99,6.5,0.5712,0.3198,137.23,4.1484,0.1531
B1_template_rules,U04350,5.92,6.5,0.6317,0.3093,137.06,4.143,0.1522
B1_template_rules,U04364,5.11,6.35,0.5268,0.3212,124.63,4.3123,0.1566
B1_template_rules,U04378,5.85,6.6,0.5769,0.2991,133.39,3.9909,0.1485
B1_template_rules,U04392,5.99,6.5,0.5751,0.3159,135.96,4.1087,0.1493
B1_template_rules,U04406,5.92,6.5,0.6341,0.3069,136.29,4.1192,0.1505
B1_template_rules,U04420,5.11,6.35,0.5309,0.3171,123.31,4.2709,0.1502
B1_template_rules,U04434,5.85,6.6,0.5789,0.2971,132.75,3.9709,0.146
B1_template_rules,U04448,5.99,6.5,0.5843,0.3067,133.03,4.0171,0.1426
B1_template_rules,U04462,5.92,6.5,0.6407,0.3003,134.17,4.0529,0.1425
B1_template_rules,U04476,5.11,6.35,0.5419,0.3061,119.78,4.1606,0.1434
B1_template_rules,U04490,5.85,6.6,0.5792,0.2968,132.65,3.9677,0.1463
B1_template_rules,U04504,5.99,6.5,0.5725,0.3185,136.8,4.1351,0.1512
B1_template_rules,U04518,5.92,6.5,0.6458,0.2952,132.53,4.0016,0.1403
B1_template_rules,U04532,5.11,6.35,0.5416,0.3064,119.88,4.1637,0.1442
B1_template_rules,U04546,4.55,6.35,0.4939,0.3041,115.94,4.0406,0.134
B1_template_rules,U04560,5.46,6.15,0.4703,0.3577,127.5,4.477,0.1538
B1_template_rules,U04574,5.46,6.15,0.4587,0.3693,131.22,4.593,0.163
B1_template_rules,U04588,5.85,6.6,0.5886,0.2874,129.66,3.8744,0.1325
B1_template_rules,U04602,4.55,6.35,0.4941,0.3039,115.87,4.0386,0.1314
B1_template_rules,U04616,4.55,6.35,0.4841,0.3139,119.08,4.1388,0.1401
B1_template_rules,U04630,5.85,6.6,0.5763,0.2997,133.58,3.9968,0.1461
B1_template_rules,U04644,4.55,6.35,0.4861,0.3119,118.46,4.1194,0.1412
B1_template_rules,U04658,5.85,6.6,0.5849,0.2911,130.83,3.9108,0.1385
B1_template_rules,U04672,5.85,6.6,0.5804,0.2956,132.28,3.9561,0.1435
B1_template_rules,U04686,5.85,6.6,0.5879,0.2881,129.86,3.8806,0.133
B1_template_rules,U04700,4.55,6.35,0.4825,0.3155,119.59,4.1548,0.144
B1_template_rules,U04714,5.85,6.6,0.5779,0.2981,133.07,3.9808,0.142
B1_template_rules,U04728,4.55,6.35,0.4832,0.3148,119.37,4.1477,0.1434
B1_template_rules,U04742,5.85,6.6,0.5806,0.2954,132.21,3.9539,0.1395
B1_template_rules,U04756,4.55,6.35,0.4891,0.3089,117.48,4.0887,0.1387
B1_template_rules,U04770,4.55,6.35,0.4884,0.3096,117.7,4.0957,0.1364
B1_template_rules,U04784,5.85,6.6,0.5863,0.2897,130.4,3.8974,0.1409
B1_template_rules,U04798,5.85,6.6,0.5813,0.2947,132.0,3.9474,0.145
B1_template_rules,U04812,4.55,6.35,0.4842,0.3138,119.05,4.1379,0.1426
B1_template_rules,U04826,5.85,6.6,0.585,0.291,130.8,3.91,0.1411
B1_template_rules,U04840,4.69,6.35,0.5472,0.3008,118.1,4.108,0.1342
B1_template_rules,U04854,4.69,6.35,0.5409,0.3071,120.1,4.1706,0.1445
B1_template_rules,U04868,4.69,6.35,0.5503,0.2977,117.1,4.0769,0.1345
B1_template_rules,U04882,4.69,6.35,0.5476,0.3004,117.96,4.1036,0.1336
B1_template_rules,U04896,5.11,6.35,0.536,0.312,121.67,4.2197,0.1464
B1_template_rules,U04910,5.11,6.35,0.5433,0.3047,119.36,4.1474,0.1371
B1_template_rules,U04924,5.39,6.15,0.467,0.361,128.57,4.5103,0.1564
B1_template_rules,U04938,5.39,6.15,0.4729,0.3551,126.67,4.4509,0.1515
B1_template_rules,U04952,6.13,6.6,0.5705,0.3055,135.44,4.0551,0.1536
B1_template_rules,U04966,6.13,6.6,0.5733,0.3027,134.55,4.0272,0.1514
B1_template_rules,U04980,6.13,6.6,0.5767,0.2993,133.44,3.9926,0.1486
B1_template_rules,U04994,6.06,6.6,0.6957,0.2803,133.78,4.0032,0.1495
B1_template_rules,U00009,5.85,6.6,0.5811,0.2949,132.04,3.9489,0.1406
B1_template_rules,U00024,5.99,6.5,0.5807,0.3103,134.18,4.0533,0.1439
B1_template_rules,U00039,5.92,6.5,0.6428,0.2982,133.51,4.0322,0.1412
B1_template_rules,U00054,5.11,6.35,0.5298,0.3182,123.67,4.282,0.154
B1_template_rules,U00069,5.85,6.6,0.587,0.289,130.16,3.89,0.1391
B1_template_rules,U00084,5.99,6.5,0.5715,0.3195,137.13,4.1452,0.1512
B1_template_rules,U00099,5.92,6.5,0.6459,0.2951,132.52,4.0011,0.1382
B1_template_rules,U00114,5.11,6.35,0.5291,0.3189,123.87,4.2886,0.1547
B1_template_rules,U00129,5.11,6.35,0.5395,0.3085,120.56,4.1851,0.146
B1_template_rules,U00144,5.85,6.6,0.5762,0.2998,133.63,3.9984,0.1461
