epoch,prompt_id,reward,loss,kappa_hat,confidence_before,confidence_after,confidence_delta,converged,cumulative_reward,rolling_reward_50,rolling_loss_50,alpha,beta,posterior_mean
407,missing_acceptance_criteria,0.55,0.0,0.0,9.629849,9.0,0.0,1,230.669739,0.5867,0.0,79.516406,22.483594,0.779573
408,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,231.318739,0.588078,0.0,108.015099,30.984901,0.777087
409,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,231.945959,0.587642,0.0,108.828709,31.171291,0.777348
410,missing_acceptance_criteria,0.5995,0.0,13.815512,9.0,9.22,0.22,1,232.545459,0.587693,0.0,80.316156,22.683844,0.779769
411,missing_acceptance_criteria,0.55,0.0,0.0,9.22,9.0,0.0,1,233.095459,0.585713,0.0,81.091156,22.908844,0.779723
412,dependency_heavy,0.55,0.0,0.0,9.525448,9.0,0.0,1,233.645459,0.584168,0.0,135.902864,38.097136,0.781051
413,low_external_context,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,234.25569,0.585373,0.0,109.633824,31.366176,0.777545
414,low_external_context,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,234.829181,0.584298,0.0,110.42057,31.57943,0.77761
415,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,235.478181,0.585546,0.0,136.727364,38.272636,0.781299
416,low_external_context,0.55,0.0,0.0,9.629849,9.0,0.0,1,236.028181,0.584943,0.0,111.19557,31.80443,0.777591
417,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,236.677181,0.586923,0.0,112.02007,31.97993,0.777917
418,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,237.326181,0.588903,0.0,81.915656,23.084344,0.780149
419,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,237.876181,0.588433,0.0,137.502364,38.497636,0.781263
420,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,238.503401,0.589611,0.0,82.729266,23.270734,0.780465
421,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,239.113632,0.590816,0.0,83.534382,23.465618,0.780695
422,missing_acceptance_criteria,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,239.710613,0.591756,0.0,84.332872,23.667128,0.78086
423,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,240.260613,0.591756,0.0,138.277364,38.722636,0.781228
424,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,240.810613,0.591184,0.0,139.052364,38.947636,0.781193
425,missing_acceptance_criteria,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,241.397258,0.591917,0.0,85.126195,23.873805,0.780974
426,missing_acceptance_criteria,0.578583,0.0,14.508658,9.711283,9.7748,0.063518,1,241.975841,0.590509,0.0,85.915486,24.084514,0.78105
427,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,242.525841,0.589519,0.0,139.827364,39.172636,0.781158
428,missing_acceptance_criteria,0.572295,0.0,14.508658,9.7748,9.824344,0.049544,1,243.098135,0.589964,0.0,86.701634,24.298366,0.781096
429,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,243.747135,0.589964,0.0,140.651864,39.348136,0.781399
430,missing_acceptance_criteria,0.56739,0.0,14.508658,9.824344,9.862989,0.038644,1,244.314525,0.590312,0.0,87.485329,24.514671,0.781119
431,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,244.941745,0.591857,0.0,141.465474,39.534526,0.781577
432,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,245.530355,0.592629,0.0,112.814375,32.185625,0.77803
433,missing_acceptance_criteria,0.55,0.0,0.0,9.862989,9.0,0.0,1,246.080355,0.591639,0.0,88.260329,24.739671,0.781065
434,dependency_heavy,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,246.690587,0.592071,0.0,142.27059,39.72941,0.781707
435,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,247.240587,0.590091,0.0,113.589375,32.410625,0.778009
436,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,247.840087,0.591081,0.0,114.389125,32.610875,0.778157
437,missing_acceptance_criteria,0.55,0.0,13.815512,9.0,9.0,0.0,1,248.390087,0.589537,0.0,89.035329,24.964671,0.781012
438,missing_acceptance_criteria,0.5995,0.0,14.914123,9.0,9.22,0.22,1,248.989587,0.590527,0.0,89.835079,25.164921,0.781175
439,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,249.616807,0.592071,0.0,115.202735,32.797265,0.778397
440,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,250.166807,0.592071,0.0,115.977735,33.022265,0.778374
441,missing_acceptance_criteria,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,250.755417,0.592843,0.0,90.629384,25.370616,0.781288
442,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,251.404417,0.592843,0.0,116.802235,33.197765,0.778682
443,low_external_context,0.55,0.0,0.0,9.22,9.0,0.0,1,251.954417,0.592843,0.0,117.577235,33.422765,0.778657
444,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,252.553917,0.593833,0.0,118.376985,33.623015,0.778796
445,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,253.181137,0.593833,0.0,119.190595,33.809405,0.779023
446,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,253.791369,0.595038,0.0,91.4345,25.5655,0.781491
447,low_external_context,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,254.4016,0.594263,0.0,119.99571,34.00429,0.779193
448,missing_acceptance_criteria,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,254.975091,0.593528,0.0,92.221245,25.778755,0.781536
449,missing_acceptance_criteria,0.568322,0.0,13.815512,9.629849,9.711283,0.081433,1,255.543413,0.593894,0.0,93.005406,25.994594,0.781558
450,dependency_heavy,0.55,0.0,0.0,9.525448,9.0,0.0,1,256.093413,0.591914,0.0,143.04559,39.95441,0.78167
451,low_external_context,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,256.666903,0.59084,0.0,120.782456,34.217544,0.779242
452,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,257.216903,0.58886,0.0,143.82059,40.17941,0.781634
453,low_external_context,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,257.803548,0.58882,0.0,121.575778,34.424222,0.779332
454,low_external_context,0.564292,0.0,13.815512,9.711283,9.7748,0.063518,1,258.36784,0.587902,0.0,122.357924,34.642076,0.77935
455,missing_acceptance_criteria,0.55,0.0,0.0,9.711283,9.0,0.0,1,258.91784,0.586962,0.0,93.780406,26.219594,0.781503
456,low_external_context,0.561147,0.0,13.815512,9.7748,9.824344,0.049544,1,259.478987,0.587185,0.0,123.138497,34.861503,0.779358
457,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,260.127987,0.589165,0.0,94.604906,26.395094,0.781859
458,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,260.677987,0.587185,0.0,144.59559,40.40441,0.781598
459,missing_acceptance_criteria,0.55,0.0,0.0,9.22,9.0,0.0,1,261.227987,0.585641,0.0,95.379906,26.620094,0.781803
460,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,261.777987,0.584651,0.0,145.37059,40.62941,0.781562
461,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,262.426987,0.586631,0.0,146.19509,40.80491,0.781792
462,low_external_context,0.558695,0.0,13.815512,9.824344,9.862989,0.038644,1,262.985682,0.586804,0.0,123.917845,35.082155,0.779358
463,low_external_context,0.556782,0.0,13.815512,9.862989,9.893131,0.030143,1,263.542464,0.585735,0.0,124.696236,35.303764,0.779351
464,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,264.169684,0.58681,0.0,147.0087,40.9913,0.781961
465,low_external_context,0.55529,0.0,13.815512,9.893131,9.916642,0.023511,1,264.724974,0.584936,0.0,125.473881,35.526119,0.779341
466,low_external_context,0.558252,0.0,14.508658,9.916642,9.934981,0.018339,1,265.283227,0.585101,0.0,126.253007,35.746993,0.77934
467,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,265.932227,0.585101,0.0,96.204406,26.795594,0.78215
468,low_external_context,0.556437,0.0,14.508658,9.934981,9.949285,0.014304,1,266.488663,0.58325,0.0,127.031226,35.968774,0.779333
469,missing_acceptance_criteria,0.55,0.0,0.0,9.22,9.0,0.0,1,267.038663,0.58325,0.0,96.979406,27.020594,0.782092
470,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,267.687663,0.583685,0.0,97.803906,27.196094,0.782431
471,low_external_context,0.555021,0.0,14.508658,9.949285,9.960442,0.011157,1,268.242684,0.582581,0.0,127.808736,36.191264,0.779322
472,missing_acceptance_criteria,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,268.831294,0.582414,0.0,98.598211,27.401789,0.782525
473,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,269.441526,0.583618,0.0,99.403327,27.596673,0.782703
474,dependency_heavy,0.55,0.0,0.0,9.3916,9.0,0.0,1,269.991526,0.583618,0.0,147.7837,41.2163,0.781924
475,low_external_context,0.55225,0.0,13.815512,9.960442,9.970442,0.01,1,270.543776,0.58293,0.0,128.584861,36.415139,0.779302
476,missing_acceptance_criteria,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,271.117266,0.582829,0.0,100.190072,27.809928,0.782735
477,missing_acceptance_criteria,0.55,0.0,0.0,9.629849,9.0,0.0,1,271.667266,0.582829,0.0,100.965072,28.034928,0.782675
478,low_external_context,0.55225,0.0,13.815512,9.970442,9.980442,0.01,1,272.219516,0.582428,0.0,129.360986,36.639014,0.779283
479,low_external_context,0.55,0.0,0.0,9.980442,9.0,0.0,1,272.769516,0.580448,0.0,130.135986,36.864014,0.779257
480,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,273.319516,0.5801,0.0,148.5587,41.4413,0.781888
481,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,273.968516,0.580535,0.0,101.789572,28.210428,0.782997
482,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,274.518516,0.579763,0.0,149.3337,41.6663,0.781852
483,missing_acceptance_criteria,0.55,0.0,0.0,9.22,9.0,0.0,1,275.068516,0.579763,0.0,102.564572,28.435428,0.782936
484,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,275.618516,0.578559,0.0,150.1087,41.8913,0.781816
485,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,276.267516,0.580539,0.0,150.9332,42.0668,0.782037
486,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,276.916516,0.581529,0.0,103.389072,28.610928,0.783251
487,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,277.466516,0.581529,0.0,151.7082,42.2918,0.782001
488,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,278.093736,0.582083,0.0,104.202682,28.797318,0.783479
489,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,278.643736,0.580539,0.0,152.4832,42.5168,0.781965
490,missing_acceptance_criteria,0.55,0.0,0.0,9.3916,9.0,0.0,1,279.193736,0.580539,0.0,104.977682,29.022318,0.783416
491,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,279.793236,0.580756,0.0,130.935736,37.064264,0.779379
492,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,280.420456,0.580321,0.0,131.749346,37.250654,0.779582
493,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,280.970456,0.580321,0.0,153.2582,42.7418,0.78193
494,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,281.619456,0.581311,0.0,154.0827,42.9173,0.782146
495,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,282.268456,0.581746,0.0,105.802182,29.197818,0.78372
496,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,282.895676,0.582086,0.0,106.615792,29.384208,0.78394
497,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,283.445676,0.580882,0.0,132.524346,37.475654,0.779555
498,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,284.055908,0.581616,0.0,107.420908,29.579092,0.784094
499,missing_acceptance_criteria,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,284.652888,0.58219,0.0,108.219398,29.780602,0.784199
500,missing_acceptance_criteria,0.568322,0.0,13.815512,9.629849,9.711283,0.081433,1,285.221211,0.582556,0.0,109.003559,29.996441,0.784198
501,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,285.870211,0.584066,0.0,133.348846,37.651154,0.779818
502,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,286.497431,0.585611,0.0,134.162456,37.837544,0.780014
503,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,287.047431,0.584878,0.0,134.937456,38.062544,0.779985
504,missing_acceptance_criteria,0.578583,0.0,14.508658,9.711283,9.7748,0.063518,1,287.626014,0.585163,0.0,109.792851,30.207149,0.784235
505,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,288.225514,0.586153,0.0,135.737206,38.262794,0.780099
506,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,288.775514,0.585931,0.0,154.8577,43.1423,0.78211
507,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,289.325514,0.583951,0.0,155.6327,43.3673,0.782074
508,missing_acceptance_criteria,0.572295,0.0,14.508658,9.7748,9.824344,0.049544,1,289.897809,0.584396,0.0,110.578998,30.421002,0.784248
509,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,290.447809,0.584396,0.0,156.4077,43.5923,0.782039
510,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,291.036419,0.585169,0.0,136.531511,38.468489,0.78018
511,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,291.685419,0.585169,0.0,157.2322,43.7678,0.78225
512,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,292.235419,0.584995,0.0,158.0072,43.9928,0.782214
513,missing_acceptance_criteria,0.56739,0.0,14.508658,9.824344,9.862989,0.038644,1,292.802809,0.585207,0.0,111.362693,30.637307,0.784244
514,low_external_context,0.580116,0.0,13.815512,9.3916,9.525448,0.133848,1,293.382924,0.584265,0.0,137.321569,38.678431,0.780236
515,low_external_context,0.55,0.0,0.0,9.525448,9.0,0.0,1,293.932924,0.584159,0.0,138.096569,38.903431,0.780207
516,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,294.482924,0.583994,0.0,138.871569,39.128431,0.780177
517,missing_acceptance_criteria,0.563564,0.0,14.508658,9.862989,9.893131,0.030143,1,295.046488,0.582285,0.0,112.144475,30.855525,0.784227
518,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,295.596488,0.582157,0.0,158.7822,44.2178,0.782178
519,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,296.146488,0.582157,0.0,139.646569,39.353431,0.780148
520,missing_acceptance_criteria,0.56058,0.0,14.508658,9.893131,9.916642,0.023511,1,296.707068,0.580388,0.0,112.924765,31.075235,0.7842
521,missing_acceptance_criteria,0.55,0.0,0.0,9.916642,9.0,0.0,1,297.257068,0.580288,0.0,113.699765,31.300235,0.784136
522,missing_acceptance_criteria,0.55,0.0,13.815512,9.0,9.0,0.0,1,297.807068,0.579515,0.0,114.474765,31.525235,0.784074
523,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,298.456068,0.580291,0.0,115.299265,31.700735,0.784349
524,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,299.006068,0.580291,0.0,159.5572,44.4428,0.782143
525,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,299.633288,0.58179,0.0,116.112875,31.887125,0.784546
526,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,300.24352,0.582525,0.0,116.917991,32.082009,0.784685
527,missing_acceptance_criteria,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,300.840501,0.583465,0.0,117.716481,32.283519,0.784777
528,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,301.390501,0.58342,0.0,160.3322,44.6678,0.782108
529,missing_acceptance_criteria,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,301.977146,0.584153,0.0,118.509804,32.490196,0.784833
530,missing_acceptance_criteria,0.578583,0.0,14.508658,9.711283,9.7748,0.063518,1,302.555729,0.584724,0.0,119.299095,32.700905,0.784862
531,missing_acceptance_criteria,0.572295,0.0,14.508658,9.7748,9.824344,0.049544,1,303.128023,0.58319,0.0,120.085243,32.914757,0.784871
532,low_external_context,0.55,0.0,13.815512,9.0,9.0,0.0,1,303.678023,0.58319,0.0,140.421569,39.578431,0.78012
533,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,304.277523,0.58418,0.0,141.221319,39.778681,0.780228
534,missing_acceptance_criteria,0.55,0.0,0.0,9.824344,9.0,0.0,1,304.827523,0.58418,0.0,120.860243,33.139757,0.784807
535,missing_acceptance_criteria,0.5995,0.0,13.815512,9.0,9.22,0.22,1,305.427023,0.58319,0.0,121.659993,33.340007,0.784903
536,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,306.054243,0.582755,0.0,122.473603,33.526397,0.785087
537,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,306.664475,0.583959,0.0,123.278718,33.721282,0.785215
538,missing_acceptance_criteria,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,307.261456,0.583354,0.0,124.077209,33.922791,0.785299
539,missing_acceptance_criteria,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,307.848101,0.584087,0.0,124.870531,34.129469,0.785349
540,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,308.497101,0.586067,0.0,161.1567,44.8433,0.782314
541,missing_acceptance_criteria,0.578583,0.0,14.508658,9.711283,9.7748,0.063518,1,309.075684,0.585649,0.0,125.659823,34.340177,0.785374
542,missing_acceptance_criteria,0.561147,0.0,13.815512,9.7748,9.824344,0.049544,1,309.636831,0.584327,0.0,126.440396,34.559604,0.785344
543,missing_acceptance_criteria,0.55,0.0,0.0,9.824344,9.0,0.0,1,310.186831,0.584327,0.0,127.215396,34.784604,0.78528
544,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,310.814051,0.583892,0.0,142.034929,39.965071,0.780412
545,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,311.463051,0.583892,0.0,128.039896,34.960104,0.785521
546,missing_acceptance_criteria,0.58861,0.0,14.914123,9.22,9.3916,0.1716,1,312.051661,0.58312,0.0,128.834201,35.165799,0.785574
547,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,312.661893,0.584324,0.0,129.639317,35.360683,0.785693
548,missing_acceptance_criteria,0.55,0.0,0.0,9.525448,9.0,0.0,1,313.211893,0.58312,0.0,130.414317,35.585683,0.785628
549,low_external_context,0.580116,0.0,13.815512,9.3916,9.525448,0.133848,1,313.792008,0.582782,0.0,142.824987,40.175013,0.780464
550,low_external_context,0.55,0.0,0.0,9.525448,9.0,0.0,1,314.342008,0.582416,0.0,143.599987,40.400013,0.780435
551,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,314.991008,0.582416,0.0,131.238817,35.761183,0.785861
552,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,315.618228,0.582416,0.0,132.052427,35.947573,0.786026
553,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,316.245448,0.58396,0.0,161.97031,45.02969,0.782465
554,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,316.894448,0.585369,0.0,144.424487,40.575513,0.780673
555,dependency_heavy,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,317.50468,0.585583,0.0,162.775426,45.224574,0.782574
556,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,318.09329,0.586356,0.0,145.218792,40.781208,0.780746
557,dependency_heavy,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,318.690271,0.587295,0.0,163.573916,45.426084,0.78265
558,dependency_heavy,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,319.276916,0.587582,0.0,164.367239,45.632761,0.782701
559,dependency_heavy,0.55,0.0,0.0,9.711283,9.0,0.0,1,319.826916,0.587582,0.0,165.142239,45.857761,0.782665
560,low_external_context,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,320.437147,0.588015,0.0,146.023908,40.976092,0.780877
561,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,320.987147,0.586035,0.0,165.917239,46.082761,0.782628
562,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,321.636147,0.588015,0.0,166.741739,46.258261,0.782825
563,dependency_heavy,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,322.263367,0.589211,0.0,167.555349,46.444651,0.782969
564,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,322.873599,0.589813,0.0,132.857543,36.142457,0.786139
565,missing_acceptance_criteria,0.55,0.0,0.0,9.525448,9.0,0.0,1,323.423599,0.589813,0.0,133.632543,36.367457,0.786074
566,low_external_context,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,323.997089,0.590283,0.0,146.810653,41.189347,0.780908
567,low_external_context,0.586645,0.0,14.508658,9.629849,9.711283,0.081433,1,324.583734,0.590745,0.0,147.603975,41.396025,0.780973
568,missing_acceptance_criteria,0.55,0.0,13.815512,9.0,9.0,0.0,1,325.133734,0.590745,0.0,134.407543,36.592457,0.786009
569,missing_acceptance_criteria,0.55,0.0,13.815512,9.0,9.0,0.0,1,325.683734,0.590745,0.0,135.182543,36.817457,0.785945
570,low_external_context,0.564292,0.0,13.815512,9.711283,9.7748,0.063518,1,326.248025,0.590819,0.0,148.386121,41.613879,0.78098
571,missing_acceptance_criteria,0.649,0.0,14.508658,9.0,9.22,0.22,1,326.897025,0.592799,0.0,136.007043,36.992957,0.786168
572,low_external_context,0.572295,0.0,14.508658,9.7748,9.824344,0.049544,1,327.46932,0.593245,0.0,149.172268,41.827732,0.781007
573,low_external_context,0.558695,0.0,13.815512,9.824344,9.862989,0.038644,1,328.028015,0.591439,0.0,149.951616,42.048384,0.780998
574,missing_acceptance_criteria,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,328.655235,0.592983,0.0,136.820653,37.179347,0.786326
575,missing_acceptance_criteria,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,329.265467,0.592644,0.0,137.625769,37.374231,0.786433
576,low_external_context,0.556782,0.0,13.815512,9.862989,9.893131,0.030143,1,329.822249,0.591575,0.0,150.730007,42.269993,0.780984
577,low_external_context,0.56058,0.0,14.508658,9.893131,9.916642,0.023511,1,330.382829,0.590847,0.0,151.510297,42.489703,0.780981
578,low_external_context,0.554126,0.0,13.815512,9.916642,9.934981,0.018339,1,330.936955,0.590929,0.0,152.28736,42.71264,0.780961
579,low_external_context,0.55,0.0,0.0,9.934981,9.0,0.0,1,331.486955,0.590196,0.0,153.06236,42.93764,0.78093
580,dependency_heavy,0.610232,0.0,14.508658,9.3916,9.525448,0.133848,1,332.097187,0.590829,0.0,168.360465,46.639535,0.783072
581,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,332.696687,0.591373,0.0,153.86211,43.13789,0.781026
582,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,333.285297,0.592145,0.0,154.656415,43.343585,0.781093
583,low_external_context,0.55,0.0,0.0,9.3916,9.0,0.0,1,333.835297,0.591155,0.0,155.431415,43.568585,0.781062
584,dependency_heavy,0.55,0.0,0.0,9.525448,9.0,0.0,1,334.385297,0.591155,0.0,169.135465,46.864535,0.783035
585,missing_acceptance_criteria,0.596981,0.0,14.508658,9.525448,9.629849,0.104401,1,334.982277,0.591105,0.0,138.424259,37.575741,0.786501
586,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,335.532277,0.589561,0.0,169.910465,47.089535,0.782998
587,low_external_context,0.649,0.0,14.508658,9.0,9.22,0.22,1,336.181277,0.590336,0.0,156.255915,43.744085,0.78128
588,low_external_context,0.62722,0.0,14.508658,9.22,9.3916,0.1716,1,336.808497,0.590941,0.0,157.069525,43.930475,0.78144
589,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,337.358497,0.590208,0.0,170.685465,47.314535,0.782961
590,missing_acceptance_criteria,0.568322,0.0,13.815512,9.629849,9.711283,0.081433,1,337.92682,0.588594,0.0,139.20842,37.79158,0.786488
591,low_external_context,0.580116,0.0,13.815512,9.3916,9.525448,0.133848,1,338.506936,0.588625,0.0,157.859583,44.140417,0.781483
592,missing_acceptance_criteria,0.564292,0.0,13.815512,9.711283,9.7748,0.063518,1,339.071227,0.588688,0.0,139.990566,38.009434,0.786464
593,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,339.621227,0.588688,0.0,171.460465,47.539535,0.782924
594,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,340.171227,0.587144,0.0,172.235465,47.764535,0.782888
595,dependency_heavy,0.649,0.0,14.508658,9.0,9.22,0.22,1,340.820227,0.587144,0.0,173.059965,47.940035,0.783077
596,low_external_context,0.57349,0.0,13.815512,9.525448,9.629849,0.104401,1,341.393717,0.586841,0.0,158.646328,44.353672,0.781509
597,missing_acceptance_criteria,0.561147,0.0,13.815512,9.7748,9.824344,0.049544,1,341.954865,0.585859,0.0,140.77114,38.22886,0.786431
598,low_external_context,0.55,0.0,0.0,9.629849,9.0,0.0,1,342.504865,0.585859,0.0,159.421328,44.578672,0.781477
599,missing_acceptance_criteria,0.56739,0.0,14.508658,9.824344,9.862989,0.038644,1,343.072255,0.585605,0.0,141.554835,38.445165,0.786416
600,low_external_context,0.5995,0.0,13.815512,9.0,9.22,0.22,1,343.671755,0.586595,0.0,160.221078,44.778922,0.781566
601,dependency_heavy,0.55,0.0,0.0,9.22,9.0,0.0,1,344.221755,0.584615,0.0,173.834965,48.165035,0.78304
602,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,344.771755,0.583071,0.0,174.609965,48.390035,0.783004
603,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,345.321755,0.581526,0.0,175.384965,48.615035,0.782969
604,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,345.871755,0.579546,0.0,176.159965,48.840035,0.782933
605,low_external_context,0.58861,0.0,13.815512,9.22,9.3916,0.1716,1,346.460365,0.579114,0.0,161.015383,44.984617,0.781628
606,dependency_heavy,0.55,0.0,13.815512,9.0,9.0,0.0,1,347.010365,0.578341,0.0,176.934965,49.065035,0.782898
607,missing_acceptance_criteria,0.563564,0.0,14.508658,9.862989,9.893131,0.030143,1,347.573929,0.577673,0.0,142.336617,38.663383,0.78639
608,missing_acceptance_criteria,0.55,0.0,0.0,9.893131,9.0,0.0,1,348.123929,0.57694,0.0,143.111617,38.888383,0.786328
